site_id,city_id,province_id,site_accum,city_accum,province_accum,lat,lon
26706,365,26,198,1634,115689,33.404,46.92
5695,369,26,727,4122,115689,33.568,46.775
5740,363,26,2017,62174,115689,33.645,46.384
28177,363,26,24,62174,115689,33.569,45.967
18107,363,26,515,62174,115689,33.65,46.416
18085,363,26,623,62174,115689,33.564,46.427
18105,363,26,752,62174,115689,33.646,46.431
22275,370,26,129,3934,115689,33.443,46.526
19762,363,26,1255,62174,115689,33.606,46.393
28599,368,26,45,2235,115689,33.087,47.015
22301,364,26,1723,13856,115689,33.817,46.318
26728,371,26,624,17934,115689,33.103,46.129
21661,365,26,333,1634,115689,33.305,47.038
26348,365,26,61,1634,115689,33.43,46.849
18012,371,26,467,17934,115689,33.077,46.534
24523,363,26,688,62174,115689,33.643,46.437
5843,364,26,1382,13856,115689,33.871,46.244
18028,370,26,45,3934,115689,33.304,46.641
21680,369,26,151,4122,115689,33.572,46.719
26986,370,26,13,3934,115689,33.381,46.724
18102,363,26,686,62174,115689,33.641,46.398
5787,364,26,816,13856,115689,33.76,46.363
18100,363,26,593,62174,115689,33.633,46.384
23731,360,25,68,470,1357,33.999,45.954
19768,363,26,239,62174,115689,33.646,46.423
18015,371,26,997,17934,115689,33.119,46.053
22295,363,26,512,62174,115689,33.718,46.346
24150,365,26,318,1634,115689,33.344,46.993
25219,369,26,27,4122,115689,33.46,46.914
28749,363,26,3,62174,115689,33.716,45.906
5763,366,26,655,9800,115689,33.699,46.659
14972,360,25,75,470,1357,33.941,46.474
20822,371,26,725,17934,115689,33.122,46.052
5761,363,26,1867,62174,115689,33.694,46.298
21699,360,25,88,470,1357,33.897,46.547
25588,366,26,173,9800,115689,33.755,46.583
28704,369,26,83,4122,115689,33.517,46.855
24527,363,26,74,62174,115689,33.824,45.958
26446,365,26,257,1634,115689,33.359,46.953
5701,363,26,2406,62174,115689,33.59,46.376
5790,366,26,667,9800,115689,33.766,46.564
5818,348,25,380,664,1357,33.828,46.653
5485,371,26,1089,17934,115689,33.122,46.168
18099,363,26,444,62174,115689,33.632,46.416
5817,364,26,1349,13856,115689,33.825,46.309
14918,363,26,81,62174,115689,33.665,46.094
14941,357,25,82,223,1357,33.807,45.621
23725,348,25,284,664,1357,33.818,46.721
26238,363,26,97,62174,115689,33.631,46.395
19731,371,26,2352,17934,115689,33.417,46.263
19780,366,26,1061,9800,115689,33.875,46.43
5890,364,26,858,13856,115689,33.929,46.182
26312,364,26,4,13856,115689,33.95,46.141
5694,363,26,268,62174,115689,33.567,46.484
18076,363,26,268,62174,115689,33.521,46.482
29251,370,26,17,3934,115689,33.268,46.634
