site_id,city_id,province_id,site_accum,city_accum,province_accum,lat,lon
26706,365,26,83,520,35199,33.404,46.92
5695,369,26,181,946,35199,33.568,46.775
5740,363,26,1156,22146,35199,33.645,46.384
28177,363,26,3,22146,35199,33.569,45.967
18107,363,26,318,22146,35199,33.65,46.416
18085,363,26,118,22146,35199,33.564,46.427
18105,363,26,330,22146,35199,33.646,46.431
22275,370,26,13,984,35199,33.443,46.526
19762,363,26,179,22146,35199,33.606,46.393
28599,368,26,5,520,35199,33.087,47.015
22301,364,26,534,4927,35199,33.817,46.318
26728,371,26,50,2720,35199,33.103,46.129
21661,365,26,93,520,35199,33.305,47.038
26348,365,26,17,520,35199,33.43,46.849
18012,371,26,75,2720,35199,33.077,46.534
24523,363,26,223,22146,35199,33.643,46.437
5843,364,26,322,4927,35199,33.871,46.244
18028,370,26,17,984,35199,33.304,46.641
21680,369,26,41,946,35199,33.572,46.719
26986,370,26,1,984,35199,33.381,46.724
18102,363,26,280,22146,35199,33.641,46.398
5787,364,26,110,4927,35199,33.76,46.363
18100,363,26,328,22146,35199,33.633,46.384
23731,360,25,15,156,512,33.999,45.954
19768,363,26,101,22146,35199,33.646,46.423
18015,371,26,35,2720,35199,33.119,46.053
22295,363,26,124,22146,35199,33.718,46.346
24150,365,26,113,520,35199,33.344,46.993
25219,369,26,18,946,35199,33.46,46.914
28749,363,26,3,22146,35199,33.716,45.906
5763,366,26,234,2436,35199,33.699,46.659
14972,360,25,37,156,512,33.941,46.474
20822,371,26,43,2720,35199,33.122,46.052
5761,363,26,528,22146,35199,33.694,46.298
21699,360,25,21,156,512,33.897,46.547
25588,366,26,30,2436,35199,33.755,46.583
28704,369,26,31,946,35199,33.517,46.855
24527,363,26,14,22146,35199,33.824,45.958
26446,365,26,55,520,35199,33.359,46.953
5701,363,26,792,22146,35199,33.59,46.376
5790,366,26,224,2436,35199,33.766,46.564
5818,348,25,149,217,512,33.828,46.653
5485,371,26,412,2720,35199,33.122,46.168
18099,363,26,201,22146,35199,33.632,46.416
5817,364,26,570,4927,35199,33.825,46.309
14918,363,26,17,22146,35199,33.665,46.094
14941,357,25,34,139,512,33.807,45.621
23474,364,26,63,4927,35199,33.981,46.048
23725,348,25,68,217,512,33.818,46.721
26238,363,26,43,22146,35199,33.631,46.395
26988,366,26,11,2436,35199,33.753,46.784
19731,371,26,161,2720,35199,33.417,46.263
19780,366,26,278,2436,35199,33.875,46.43
5890,364,26,175,4927,35199,33.929,46.182
26312,364,26,29,4927,35199,33.95,46.141
5694,363,26,63,22146,35199,33.567,46.484
18076,363,26,60,22146,35199,33.521,46.482
29251,370,26,8,984,35199,33.268,46.634
5735,363,26,471,22146,35199,33.64,46.414
24980,363,26,53,22146,35199,33.528,46.497
14942,364,26,261,4927,35199,33.822,46.248
20844,363,26,45,22146,35199,33.442,46.787
27197,366,26,27,2436,35199,33.831,46.483
5751,363,26,61,22146,35199,33.665,46.389
25425,371,26,46,2720,35199,33.091,46.486
26275,368,26,6,520,35199,33.106,46.802
5728,363,26,185,22146,35199,33.635,46.399
19772,363,26,19,22146,35199,33.707,46.229
26100,368,26,11,520,35199,32.86,46.875
28770,370,26,4,984,35199,33.243,46.436
5727,363,26,227,22146,35199,33.634,46.409
14777,368,26,65,520,35199,33.066,46.899
14938,366,26,318,2436,35199,33.77,46.572
19764,363,26,441,22146,35199,33.621,46.397
23957,363,26,143,22146,35199,33.638,46.426
18094,369,26,79,946,35199,33.607,46.744
5737,363,26,168,22146,35199,33.642,46.428
25730,363,26,55,22146,35199,33.523,46.569
5715,363,26,284,22146,35199,33.621,46.378
23155,360,25,83,156,512,33.959,46.262
5741,363,26,315,22146,35199,33.645,46.413
23718,363,26,169,22146,35199,33.584,46.396
26985,368,26,43,520,35199,33.004,46.94
28393,363,26,12,22146,35199,33.622,46.498
22279,371,26,22,2720,35199,33.508,46.407
5561,370,26,334,984,35199,33.386,46.601
20859,363,26,233,22146,35199,33.616,46.388
5556,370,26,227,984,35199,33.381,46.597
19766,363,26,246,22146,35199,33.638,46.44
5722,363,26,358,22146,35199,33.63,46.424
5603,371,26,77,2720,35199,33.455,46.215
27886,363,26,19,22146,35199,33.667,45.993
5481,371,26,291,2720,35199,33.115,46.163
14792,370,26,60,984,35199,33.204,46.518
14900,363,26,340,22146,35199,33.627,46.356
14726,368,26,46,520,35199,32.818,46.962
14901,363,26,471,22146,35199,33.628,46.39
5788,366,26,55,2436,35199,33.763,46.571
22289,363,26,270,22146,35199,33.636,46.415
5816,364,26,719,4927,35199,33.824,46.314
23147,363,26,182,22146,35199,33.625,46.372
5717,363,26,450,22146,35199,33.625,46.411
5898,364,26,137,4927,35199,33.941,46.287
