site_id,city_id,province_id,site_accum,city_accum,province_accum,lat,lon
26706,365,26,244,2116,118478,33.404,46.92
5695,369,26,809,4647,118478,33.568,46.775
5740,363,26,2172,74598,118478,33.645,46.384
28177,363,26,42,74598,118478,33.569,45.967
18107,363,26,452,74598,118478,33.65,46.416
18085,363,26,637,74598,118478,33.564,46.427
18105,363,26,924,74598,118478,33.646,46.431
22275,370,26,373,4842,118478,33.443,46.526
19762,363,26,856,74598,118478,33.606,46.393
28599,368,26,41,2343,118478,33.087,47.015
25725,371,26,6,8429,118478,32.692,46.168
22301,364,26,1323,12917,118478,33.817,46.318
26728,371,26,100,8429,118478,33.103,46.129
21661,365,26,399,2116,118478,33.305,47.038
26348,365,26,100,2116,118478,33.43,46.849
18012,371,26,135,8429,118478,33.077,46.534
24523,363,26,789,74598,118478,33.643,46.437
5843,364,26,1020,12917,118478,33.871,46.244
18028,370,26,201,4842,118478,33.304,46.641
21680,369,26,167,4647,118478,33.572,46.719
26986,370,26,39,4842,118478,33.381,46.724
18102,363,26,849,74598,118478,33.641,46.398
5787,364,26,529,12917,118478,33.76,46.363
18100,363,26,956,74598,118478,33.633,46.384
23731,360,25,147,858,2133,33.999,45.954
19768,363,26,294,74598,118478,33.646,46.423
18015,371,26,115,8429,118478,33.119,46.053
22295,363,26,418,74598,118478,33.718,46.346
24150,365,26,379,2116,118478,33.344,46.993
25219,369,26,120,4647,118478,33.46,46.914
28749,363,26,16,74598,118478,33.716,45.906
5763,366,26,825,8586,118478,33.699,46.659
14972,360,25,108,858,2133,33.941,46.474
20822,371,26,96,8429,118478,33.122,46.052
5761,363,26,1959,74598,118478,33.694,46.298
21699,360,25,162,858,2133,33.897,46.547
25588,366,26,166,8586,118478,33.755,46.583
28704,369,26,169,4647,118478,33.517,46.855
24527,363,26,71,74598,118478,33.824,45.958
26446,365,26,394,2116,118478,33.359,46.953
5701,363,26,2019,74598,118478,33.59,46.376
5790,366,26,804,8586,118478,33.766,46.564
5818,348,25,476,734,2133,33.828,46.653
5485,371,26,867,8429,118478,33.122,46.168
18099,363,26,497,74598,118478,33.632,46.416
5817,364,26,1708,12917,118478,33.825,46.309
14918,363,26,109,74598,118478,33.665,46.094
14941,357,25,202,541,2133,33.807,45.621
23474,364,26,204,12917,118478,33.981,46.048
23725,348,25,258,734,2133,33.818,46.721
26238,363,26,106,74598,118478,33.631,46.395
26988,366,26,79,8586,118478,33.753,46.784
19731,371,26,436,8429,118478,33.417,46.263
19780,366,26,845,8586,118478,33.875,46.43
5890,364,26,587,12917,118478,33.929,46.182
26312,364,26,168,12917,118478,33.95,46.141
5694,363,26,262,74598,118478,33.567,46.484
18076,363,26,448,74598,118478,33.521,46.482
29251,370,26,49,4842,118478,33.268,46.634
5735,363,26,1319,74598,118478,33.64,46.414
24980,363,26,447,74598,118478,33.528,46.497
14942,364,26,814,12917,118478,33.822,46.248
20844,363,26,312,74598,118478,33.442,46.787
28691,363,26,3,74598,118478,33.631,46.416
27197,366,26,132,8586,118478,33.831,46.483
5751,363,26,242,74598,118478,33.665,46.389
25425,371,26,440,8429,118478,33.091,46.486
26275,368,26,61,2343,118478,33.106,46.802
5728,363,26,408,74598,118478,33.635,46.399
19772,363,26,88,74598,118478,33.707,46.229
26100,368,26,47,2343,118478,32.86,46.875
28770,370,26,34,4842,118478,33.243,46.436
5727,363,26,1615,74598,118478,33.634,46.409
14777,368,26,393,2343,118478,33.066,46.899
14938,366,26,904,8586,118478,33.77,46.572
19764,363,26,1733,74598,118478,33.621,46.397
23957,363,26,2022,74598,118478,33.638,46.426
18094,369,26,294,4647,118478,33.607,46.744
5737,363,26,820,74598,118478,33.642,46.428
25730,363,26,258,74598,118478,33.523,46.569
5715,363,26,773,74598,118478,33.621,46.378
23155,360,25,441,858,2133,33.959,46.262
5741,363,26,1499,74598,118478,33.645,46.413
23718,363,26,544,74598,118478,33.584,46.396
26985,368,26,159,2343,118478,33.004,46.94
28393,363,26,95,74598,118478,33.622,46.498
22279,371,26,269,8429,118478,33.508,46.407
5561,370,26,1140,4842,118478,33.386,46.601
20859,363,26,578,74598,118478,33.616,46.388
5556,370,26,907,4842,118478,33.381,46.597
19766,363,26,581,74598,118478,33.638,46.44
5722,363,26,1445,74598,118478,33.63,46.424
5603,371,26,311,8429,118478,33.455,46.215
27886,363,26,66,74598,118478,33.667,45.993
5481,371,26,744,8429,118478,33.115,46.163
14792,370,26,333,4842,118478,33.204,46.518
14900,363,26,968,74598,118478,33.627,46.356
14726,368,26,208,2343,118478,32.818,46.962
14901,363,26,1410,74598,118478,33.628,46.39
5788,366,26,289,8586,118478,33.763,46.571
22289,363,26,781,74598,118478,33.636,46.415
5816,364,26,1260,12917,118478,33.824,46.314
23147,363,26,639,74598,118478,33.625,46.372
5717,363,26,1048,74598,118478,33.625,46.411
5898,364,26,459,12917,118478,33.941,46.287
19777,364,26,989,12917,118478,33.834,46.299
22297,366,26,718,8586,118478,33.731,46.672
14821,370,26,567,4842,118478,33.397,46.596
23947,368,26,431,2343,118478,33.229,46.917
26276,368,26,242,2343,118478,33.185,46.964
19725,365,26,563,2116,118478,33.308,47.03
5725,363,26,810,74598,118478,33.632,46.436
21662,371,26,306,8429,118478,33.31,46.253
5796,366,26,341,8586,118478,33.774,46.551
22294,369,26,713,4647,118478,33.697,46.522
25502,369,26,223,4647,118478,33.643,46.674
14907,363,26,666,74598,118478,33.633,46.419
27235,369,26,197,4647,118478,33.459,46.957
23146,363,26,671,74598,118478,33.624,46.402
18098,363,26,1448,74598,118478,33.632,46.406
19783,357,25,243,541,2133,33.885,45.639
22291,363,26,557,74598,118478,33.654,46.421
20873,363,26,161,74598,118478,33.75,45.968
22288,363,26,1031,74598,118478,33.63,46.395
28529,366,26,431,8586,118478,33.961,46.363
14908,363,26,1462,74598,118478,33.636,46.393
22742,370,26,161,4842,118478,33.216,46.403
20862,363,26,1359,74598,118478,33.627,46.418
25731,363,26,1018,74598,118478,33.635,46.436
24156,363,26,1337,74598,118478,33.506,46.538
14916,366,26,702,8586,118478,33.664,46.854
22281,371,26,158,8429,118478,33.557,46.216
5773,369,26,1004,4647,118478,33.728,46.5
14886,369,26,568,4647,118478,33.565,46.814
14805,370,26,68,4842,118478,33.305,46.847
20889,366,26,363,8586,118478,33.924,46.358
28985,371,26,2,8429,118478,33.439,46.083
18063,371,26,632,8429,118478,33.47,46.187
20826,371,26,476,8429,118478,33.161,46.354
5484,371,26,771,8429,118478,33.122,46.16
5739,363,26,1359,74598,118478,33.644,46.407
