site_id,city_id,province_id,site_accum,city_accum,province_accum,lat,lon
26706,365,26,250,2361,130153,33.404,46.92
5695,369,26,934,5355,130153,33.568,46.775
5740,363,26,2301,81203,130153,33.645,46.384
28177,363,26,30,81203,130153,33.569,45.967
18107,363,26,468,81203,130153,33.65,46.416
18085,363,26,747,81203,130153,33.564,46.427
18105,363,26,917,81203,130153,33.646,46.431
22275,370,26,403,5344,130153,33.443,46.526
19762,363,26,1002,81203,130153,33.606,46.393
28599,368,26,34,2592,130153,33.087,47.015
22301,364,26,1565,14643,130153,33.817,46.318
26728,371,26,109,9148,130153,33.103,46.129
21661,365,26,383,2361,130153,33.305,47.038
26348,365,26,103,2361,130153,33.43,46.849
18012,371,26,208,9148,130153,33.077,46.534
24523,363,26,776,81203,130153,33.643,46.437
5843,364,26,1224,14643,130153,33.871,46.244
18028,370,26,190,5344,130153,33.304,46.641
21680,369,26,210,5355,130153,33.572,46.719
26986,370,26,54,5344,130153,33.381,46.724
18102,363,26,926,81203,130153,33.641,46.398
5787,364,26,749,14643,130153,33.76,46.363
18100,363,26,977,81203,130153,33.633,46.384
23731,360,25,92,768,1846,33.999,45.954
19768,363,26,336,81203,130153,33.646,46.423
18015,371,26,74,9148,130153,33.119,46.053
22295,363,26,590,81203,130153,33.718,46.346
24150,365,26,430,2361,130153,33.344,46.993
25219,369,26,116,5355,130153,33.46,46.914
28749,363,26,16,81203,130153,33.716,45.906
5763,366,26,963,9507,130153,33.699,46.659
14972,360,25,76,768,1846,33.941,46.474
20822,371,26,103,9148,130153,33.122,46.052
5761,363,26,2087,81203,130153,33.694,46.298
21699,360,25,177,768,1846,33.897,46.547
25588,366,26,192,9507,130153,33.755,46.583
28704,369,26,143,5355,130153,33.517,46.855
24527,363,26,76,81203,130153,33.824,45.958
26446,365,26,547,2361,130153,33.359,46.953
5701,363,26,2272,81203,130153,33.59,46.376
5790,366,26,936,9507,130153,33.766,46.564
5818,348,25,354,539,1846,33.828,46.653
5485,371,26,902,9148,130153,33.122,46.168
18099,363,26,543,81203,130153,33.632,46.416
5817,364,26,1873,14643,130153,33.825,46.309
14918,363,26,163,81203,130153,33.665,46.094
14941,357,25,231,539,1846,33.807,45.621
23474,364,26,254,14643,130153,33.981,46.048
23725,348,25,185,539,1846,33.818,46.721
26238,363,26,127,81203,130153,33.631,46.395
26988,366,26,89,9507,130153,33.753,46.784
19731,371,26,539,9148,130153,33.417,46.263
19780,366,26,899,9507,130153,33.875,46.43
5890,364,26,643,14643,130153,33.929,46.182
26312,364,26,170,14643,130153,33.95,46.141
5694,363,26,324,81203,130153,33.567,46.484
18076,363,26,483,81203,130153,33.521,46.482
29251,370,26,52,5344,130153,33.268,46.634
5735,363,26,1335,81203,130153,33.64,46.414
24980,363,26,356,81203,130153,33.528,46.497
14942,364,26,1052,14643,130153,33.822,46.248
20844,363,26,382,81203,130153,33.442,46.787
28691,363,26,1,81203,130153,33.631,46.416
27197,366,26,122,9507,130153,33.831,46.483
5751,363,26,278,81203,130153,33.665,46.389
25425,371,26,497,9148,130153,33.091,46.486
26275,368,26,48,2592,130153,33.106,46.802
5728,363,26,463,81203,130153,33.635,46.399
19772,363,26,108,81203,130153,33.707,46.229
26100,368,26,54,2592,130153,32.86,46.875
28770,370,26,38,5344,130153,33.243,46.436
5727,363,26,1841,81203,130153,33.634,46.409
14777,368,26,471,2592,130153,33.066,46.899
14938,366,26,924,9507,130153,33.77,46.572
19764,363,26,1827,81203,130153,33.621,46.397
23957,363,26,2746,81203,130153,33.638,46.426
18094,369,26,362,5355,130153,33.607,46.744
5737,363,26,981,81203,130153,33.642,46.428
25730,363,26,361,81203,130153,33.523,46.569
5715,363,26,814,81203,130153,33.621,46.378
23155,360,25,423,768,1846,33.959,46.262
5741,363,26,1587,81203,130153,33.645,46.413
23718,363,26,707,81203,130153,33.584,46.396
26985,368,26,163,2592,130153,33.004,46.94
28393,363,26,76,81203,130153,33.622,46.498
22279,371,26,250,9148,130153,33.508,46.407
5561,370,26,1320,5344,130153,33.386,46.601
20859,363,26,610,81203,130153,33.616,46.388
5556,370,26,1032,5344,130153,33.381,46.597
19766,363,26,590,81203,130153,33.638,46.44
5722,363,26,1496,81203,130153,33.63,46.424
5603,371,26,296,9148,130153,33.455,46.215
27886,363,26,75,81203,130153,33.667,45.993
5481,371,26,872,9148,130153,33.115,46.163
14792,370,26,340,5344,130153,33.204,46.518
14900,363,26,1065,81203,130153,33.627,46.356
14726,368,26,237,2592,130153,32.818,46.962
14901,363,26,1479,81203,130153,33.628,46.39
5788,366,26,277,9507,130153,33.763,46.571
22289,363,26,865,81203,130153,33.636,46.415
5816,364,26,1334,14643,130153,33.824,46.314
23147,363,26,630,81203,130153,33.625,46.372
5717,363,26,1082,81203,130153,33.625,46.411
5898,364,26,480,14643,130153,33.941,46.287
19777,364,26,1020,14643,130153,33.834,46.299
22297,366,26,918,9507,130153,33.731,46.672
14821,370,26,611,5344,130153,33.397,46.596
23947,368,26,520,2592,130153,33.229,46.917
26276,368,26,259,2592,130153,33.185,46.964
19725,365,26,629,2361,130153,33.308,47.03
5725,363,26,899,81203,130153,33.632,46.436
21662,371,26,302,9148,130153,33.31,46.253
5796,366,26,335,9507,130153,33.774,46.551
22294,369,26,934,5355,130153,33.697,46.522
25502,369,26,247,5355,130153,33.643,46.674
14907,363,26,704,81203,130153,33.633,46.419
27235,369,26,197,5355,130153,33.459,46.957
23146,363,26,695,81203,130153,33.624,46.402
18098,363,26,1477,81203,130153,33.632,46.406
19783,357,25,212,539,1846,33.885,45.639
22291,363,26,606,81203,130153,33.654,46.421
20873,363,26,189,81203,130153,33.75,45.968
22288,363,26,1044,81203,130153,33.63,46.395
28529,366,26,371,9507,130153,33.961,46.363
14908,363,26,1576,81203,130153,33.636,46.393
22742,370,26,168,5344,130153,33.216,46.403
20862,363,26,1295,81203,130153,33.627,46.418
25731,363,26,1038,81203,130153,33.635,46.436
24156,363,26,1482,81203,130153,33.506,46.538
14916,366,26,827,9507,130153,33.664,46.854
22281,371,26,209,9148,130153,33.557,46.216
5773,369,26,1174,5355,130153,33.728,46.5
14886,369,26,594,5355,130153,33.565,46.814
14805,370,26,83,5344,130153,33.305,46.847
20889,366,26,410,9507,130153,33.924,46.358
28985,371,26,3,9148,130153,33.439,46.083
18063,371,26,679,9148,130153,33.47,46.187
20826,371,26,568,9148,130153,33.161,46.354
5484,371,26,833,9148,130153,33.122,46.16
5739,363,26,1463,81203,130153,33.644,46.407
14781,371,26,915,9148,130153,33.095,46.284
14910,363,26,2023,81203,130153,33.64,46.387
19774,366,26,686,9507,130153,33.772,46.559
5587,370,26,526,5344,130153,33.43,46.466
5729,363,26,1689,81203,130153,33.635,46.432
5821,364,26,2439,14643,130153,33.833,46.304
14924,369,26,281,5355,130153,33.698,46.552
19714,371,26,366,9148,130153,33.118,46.071
14795,370,26,313,5344,130153,33.253,46.543
26180,363,26,148,81203,130153,33.462,46.741
5719,363,26,748,81203,130153,33.629,46.433
26595,369,26,163,5355,130153,33.653,46.619
5732,363,26,1828,81203,130153,33.637,46.509
18122,363,26,2275,81203,130153,33.717,46.289
20860,363,26,1361,81203,130153,33.616,46.403
5726,363,26,20,81203,130153,33.633,46.379
14902,363,26,1357,81203,130153,33.631,46.411
14911,363,26,1057,81203,130153,33.642,46.402
20865,363,26,849,81203,130153,33.644,46.444
22299,363,26,121,81203,130153,33.775,46.159
24370,366,26,577,9507,130153,33.682,46.76
5820,364,26,1143,14643,130153,33.831,46.311
5734,363,26,3134,81203,130153,33.639,46.421
5746,363,26,431,81203,130153,33.655,46.379
25841,370,26,41,5344,130153,33.258,46.7
18005,368,26,631,2592,130153,33.009,46.887
18104,363,26,1187,81203,130153,33.645,46.392
25429,371,26,783,9148,130153,33.58,46.266
22290,363,26,3463,81203,130153,33.636,46.424
28188,363,26,3,81203,130153,33.636,46.395
29276,363,26,2,81203,130153,33.65,46.395
18101,363,26,1072,81203,130153,33.638,46.405
24698,363,26,1778,81203,130153,33.643,46.421
25500,371,26,112,9148,130153,33.465,46.194
26234,368,26,175,2592,130153,32.874,46.817
20864,363,26,1042,81203,130153,33.639,46.433
18097,363,26,1201,81203,130153,33.627,46.429
5721,363,26,983,81203,130153,33.63,46.4
20855,371,26,528,9148,130153,33.537,46.3
5831,364,26,697,14643,130153,33.853,46.27
19775,357,25,96,539,1846,33.784,45.642
5582,365,26,19,2361,130153,33.423,46.9
5809,366,26,981,9507,130153,33.805,46.506
23467,363,26,361,81203,130153,33.589,46.309
26731,370,26,173,5344,130153,33.372,46.496
20866,363,26,1107,81203,130153,33.645,46.417
24160,363,26,2579,81203,130153,33.628,46.382
