site_id,city_id,province_id,site_accum,city_accum,province_accum,lat,lon
26706,365,26,197,2026,113477,33.404,46.92
5695,369,26,763,4773,113477,33.568,46.775
5740,363,26,1843,69252,113477,33.645,46.384
28177,363,26,64,69252,113477,33.569,45.967
18107,363,26,459,69252,113477,33.65,46.416
18085,363,26,777,69252,113477,33.564,46.427
18105,363,26,1004,69252,113477,33.646,46.431
19762,363,26,843,69252,113477,33.606,46.393
28599,368,26,30,2377,113477,33.087,47.015
22301,364,26,1269,12805,113477,33.817,46.318
26728,371,26,139,8087,113477,33.103,46.129
21661,365,26,411,2026,113477,33.305,47.038
26348,365,26,98,2026,113477,33.43,46.849
18012,371,26,151,8087,113477,33.077,46.534
24523,363,26,809,69252,113477,33.643,46.437
5843,364,26,1343,12805,113477,33.871,46.244
18028,370,26,145,4252,113477,33.304,46.641
21680,369,26,196,4773,113477,33.572,46.719
26986,370,26,32,4252,113477,33.381,46.724
18102,363,26,926,69252,113477,33.641,46.398
5787,364,26,424,12805,113477,33.76,46.363
18100,363,26,665,69252,113477,33.633,46.384
23731,360,25,96,861,2021,33.999,45.954
19768,363,26,321,69252,113477,33.646,46.423
18015,371,26,161,8087,113477,33.119,46.053
22295,363,26,422,69252,113477,33.718,46.346
24150,365,26,353,2026,113477,33.344,46.993
25219,369,26,79,4773,113477,33.46,46.914
28749,363,26,5,69252,113477,33.716,45.906
5763,366,26,730,9905,113477,33.699,46.659
14972,360,25,250,861,2021,33.941,46.474
20822,371,26,186,8087,113477,33.122,46.052
5761,363,26,1860,69252,113477,33.694,46.298
21699,360,25,162,861,2021,33.897,46.547
25588,366,26,339,9905,113477,33.755,46.583
28704,369,26,164,4773,113477,33.517,46.855
24527,363,26,72,69252,113477,33.824,45.958
26446,365,26,354,2026,113477,33.359,46.953
5701,363,26,2081,69252,113477,33.59,46.376
5790,366,26,1961,9905,113477,33.766,46.564
5818,348,25,385,567,2021,33.828,46.653
5485,371,26,583,8087,113477,33.122,46.168
18099,363,26,443,69252,113477,33.632,46.416
5817,364,26,1543,12805,113477,33.825,46.309
14918,363,26,108,69252,113477,33.665,46.094
14941,357,25,286,593,2021,33.807,45.621
23474,364,26,196,12805,113477,33.981,46.048
23725,348,25,182,567,2021,33.818,46.721
26238,363,26,189,69252,113477,33.631,46.395
26988,366,26,144,9905,113477,33.753,46.784
19731,371,26,392,8087,113477,33.417,46.263
19780,366,26,726,9905,113477,33.875,46.43
5890,364,26,629,12805,113477,33.929,46.182
26312,364,26,149,12805,113477,33.95,46.141
5694,363,26,2,69252,113477,33.567,46.484
29251,370,26,58,4252,113477,33.268,46.634
5735,363,26,1220,69252,113477,33.64,46.414
14942,364,26,729,12805,113477,33.822,46.248
20844,363,26,286,69252,113477,33.442,46.787
27197,366,26,98,9905,113477,33.831,46.483
5751,363,26,449,69252,113477,33.665,46.389
25425,371,26,440,8087,113477,33.091,46.486
26275,368,26,46,2377,113477,33.106,46.802
5728,363,26,395,69252,113477,33.635,46.399
19772,363,26,232,69252,113477,33.707,46.229
26100,368,26,59,2377,113477,32.86,46.875
28770,370,26,27,4252,113477,33.243,46.436
5727,363,26,1717,69252,113477,33.634,46.409
14777,368,26,372,2377,113477,33.066,46.899
14938,366,26,1023,9905,113477,33.77,46.572
19764,363,26,2865,69252,113477,33.621,46.397
23957,363,26,1545,69252,113477,33.638,46.426
18094,369,26,313,4773,113477,33.607,46.744
5737,363,26,649,69252,113477,33.642,46.428
5715,363,26,780,69252,113477,33.621,46.378
23155,360,25,353,861,2021,33.959,46.262
5741,363,26,1753,69252,113477,33.645,46.413
23718,363,26,520,69252,113477,33.584,46.396
26985,368,26,144,2377,113477,33.004,46.94
28393,363,26,28,69252,113477,33.622,46.498
