site_id,city_id,province_id,site_accum,city_accum,province_accum,lat,lon
26706,365,26,26,250,24351,33.404,46.92
5695,369,26,123,707,24351,33.568,46.775
5740,363,26,750,15594,24351,33.645,46.384
28177,363,26,8,15594,24351,33.569,45.967
18107,363,26,182,15594,24351,33.65,46.416
18085,363,26,73,15594,24351,33.564,46.427
18105,363,26,207,15594,24351,33.646,46.431
22275,370,26,18,762,24351,33.443,46.526
19762,363,26,77,15594,24351,33.606,46.393
28599,368,26,2,373,24351,33.087,47.015
22301,364,26,333,2799,24351,33.817,46.318
26728,371,26,27,2020,24351,33.103,46.129
21661,365,26,53,250,24351,33.305,47.038
26348,365,26,19,250,24351,33.43,46.849
18012,371,26,134,2020,24351,33.077,46.534
24523,363,26,149,15594,24351,33.643,46.437
5843,364,26,210,2799,24351,33.871,46.244
18028,370,26,15,762,24351,33.304,46.641
21680,369,26,27,707,24351,33.572,46.719
26986,370,26,4,762,24351,33.381,46.724
18102,363,26,175,15594,24351,33.641,46.398
5787,364,26,107,2799,24351,33.76,46.363
18100,363,26,294,15594,24351,33.633,46.384
23731,360,25,20,115,331,33.999,45.954
19768,363,26,65,15594,24351,33.646,46.423
18015,371,26,41,2020,24351,33.119,46.053
22295,363,26,87,15594,24351,33.718,46.346
24150,365,26,59,250,24351,33.344,46.993
25219,369,26,13,707,24351,33.46,46.914
28749,363,26,3,15594,24351,33.716,45.906
5763,366,26,120,1846,24351,33.699,46.659
14972,360,25,9,115,331,33.941,46.474
20822,371,26,34,2020,24351,33.122,46.052
5761,363,26,330,15594,24351,33.694,46.298
21699,360,25,43,115,331,33.897,46.547
25588,366,26,26,1846,24351,33.755,46.583
28704,369,26,24,707,24351,33.517,46.855
24527,363,26,16,15594,24351,33.824,45.958
26446,365,26,36,250,24351,33.359,46.953
5701,363,26,611,15594,24351,33.59,46.376
5790,366,26,176,1846,24351,33.766,46.564
5818,348,25,74,109,331,33.828,46.653
5485,371,26,115,2020,24351,33.122,46.168
18099,363,26,140,15594,24351,33.632,46.416
5817,364,26,327,2799,24351,33.825,46.309
14918,363,26,12,15594,24351,33.665,46.094
14941,357,25,24,107,331,33.807,45.621
23474,364,26,48,2799,24351,33.981,46.048
23725,348,25,35,109,331,33.818,46.721
26238,363,26,59,15594,24351,33.631,46.395
26988,366,26,11,1846,24351,33.753,46.784
19731,371,26,132,2020,24351,33.417,46.263
19780,366,26,180,1846,24351,33.875,46.43
5890,364,26,121,2799,24351,33.929,46.182
26312,364,26,16,2799,24351,33.95,46.141
5694,363,26,55,15594,24351,33.567,46.484
18076,363,26,67,15594,24351,33.521,46.482
29251,370,26,7,762,24351,33.268,46.634
5735,363,26,291,15594,24351,33.64,46.414
24980,363,26,49,15594,24351,33.528,46.497
14942,364,26,154,2799,24351,33.822,46.248
20844,363,26,35,15594,24351,33.442,46.787
27197,366,26,17,1846,24351,33.831,46.483
5751,363,26,54,15594,24351,33.665,46.389
25425,371,26,35,2020,24351,33.091,46.486
26275,368,26,7,373,24351,33.106,46.802
5728,363,26,94,15594,24351,33.635,46.399
19772,363,26,26,15594,24351,33.707,46.229
26100,368,26,29,373,24351,32.86,46.875
28770,370,26,1,762,24351,33.243,46.436
5727,363,26,144,15594,24351,33.634,46.409
14777,368,26,53,373,24351,33.066,46.899
14938,366,26,211,1846,24351,33.77,46.572
19764,363,26,609,15594,24351,33.621,46.397
23957,363,26,84,15594,24351,33.638,46.426
18094,369,26,84,707,24351,33.607,46.744
5737,363,26,106,15594,24351,33.642,46.428
25730,363,26,51,15594,24351,33.523,46.569
5715,363,26,278,15594,24351,33.621,46.378
23155,360,25,43,115,331,33.959,46.262
5741,363,26,162,15594,24351,33.645,46.413
23718,363,26,104,15594,24351,33.584,46.396
26985,368,26,19,373,24351,33.004,46.94
28393,363,26,6,15594,24351,33.622,46.498
22279,371,26,16,2020,24351,33.508,46.407
5561,370,26,175,762,24351,33.386,46.601
20859,363,26,208,15594,24351,33.616,46.388
5556,370,26,184,762,24351,33.381,46.597
19766,363,26,161,15594,24351,33.638,46.44
5722,363,26,247,15594,24351,33.63,46.424
5603,371,26,97,2020,24351,33.455,46.215
27886,363,26,22,15594,24351,33.667,45.993
5481,371,26,129,2020,24351,33.115,46.163
14792,370,26,107,762,24351,33.204,46.518
14900,363,26,299,15594,24351,33.627,46.356
14726,368,26,33,373,24351,32.818,46.962
14901,363,26,360,15594,24351,33.628,46.39
5788,366,26,80,1846,24351,33.763,46.571
22289,363,26,144,15594,24351,33.636,46.415
5816,364,26,309,2799,24351,33.824,46.314
23147,363,26,145,15594,24351,33.625,46.372
5717,363,26,457,15594,24351,33.625,46.411
5898,364,26,92,2799,24351,33.941,46.287
19777,364,26,224,2799,24351,33.834,46.299
22297,366,26,340,1846,24351,33.731,46.672
14821,370,26,56,762,24351,33.397,46.596
23947,368,26,74,373,24351,33.229,46.917
26276,368,26,39,373,24351,33.185,46.964
19725,365,26,55,250,24351,33.308,47.03
5725,363,26,311,15594,24351,33.632,46.436
21662,371,26,116,2020,24351,33.31,46.253
5796,366,26,78,1846,24351,33.774,46.551
22294,369,26,86,707,24351,33.697,46.522
25502,369,26,31,707,24351,33.643,46.674
14907,363,26,119,15594,24351,33.633,46.419
27235,369,26,19,707,24351,33.459,46.957
23146,363,26,233,15594,24351,33.624,46.402
18098,363,26,299,15594,24351,33.632,46.406
19783,357,25,43,107,331,33.885,45.639
22291,363,26,134,15594,24351,33.654,46.421
20873,363,26,102,15594,24351,33.75,45.968
22288,363,26,195,15594,24351,33.63,46.395
28529,366,26,74,1846,24351,33.961,46.363
14908,363,26,389,15594,24351,33.636,46.393
22742,370,26,11,762,24351,33.216,46.403
20862,363,26,373,15594,24351,33.627,46.418
25731,363,26,209,15594,24351,33.635,46.436
24156,363,26,159,15594,24351,33.506,46.538
14916,366,26,94,1846,24351,33.664,46.854
22281,371,26,19,2020,24351,33.557,46.216
5773,369,26,124,707,24351,33.728,46.5
14886,369,26,128,707,24351,33.565,46.814
14805,370,26,20,762,24351,33.305,46.847
20889,366,26,89,1846,24351,33.924,46.358
18063,371,26,201,2020,24351,33.47,46.187
20826,371,26,76,2020,24351,33.161,46.354
5484,371,26,287,2020,24351,33.122,46.16
5739,363,26,246,15594,24351,33.644,46.407
14781,371,26,161,2020,24351,33.095,46.284
14910,363,26,721,15594,24351,33.64,46.387
19774,366,26,158,1846,24351,33.772,46.559
5587,370,26,99,762,24351,33.43,46.466
5729,363,26,277,15594,24351,33.635,46.432
5821,364,26,498,2799,24351,33.833,46.304
14924,369,26,35,707,24351,33.698,46.552
19714,371,26,107,2020,24351,33.118,46.071
14795,370,26,43,762,24351,33.253,46.543
