site_id,city_id,province_id,site_accum,city_accum,province_accum,lat,lon
26706,365,26,32,326,27848,33.404,46.92
5695,369,26,169,924,27848,33.568,46.775
5740,363,26,864,16842,27848,33.645,46.384
28177,363,26,3,16842,27848,33.569,45.967
18107,363,26,186,16842,27848,33.65,46.416
18085,363,26,58,16842,27848,33.564,46.427
18105,363,26,301,16842,27848,33.646,46.431
22275,370,26,15,914,27848,33.443,46.526
19762,363,26,115,16842,27848,33.606,46.393
28599,368,26,4,676,27848,33.087,47.015
22301,364,26,345,3353,27848,33.817,46.318
26728,371,26,60,2935,27848,33.103,46.129
21661,365,26,63,326,27848,33.305,47.038
26348,365,26,17,326,27848,33.43,46.849
18012,371,26,137,2935,27848,33.077,46.534
24523,363,26,157,16842,27848,33.643,46.437
5843,364,26,296,3353,27848,33.871,46.244
18028,370,26,25,914,27848,33.304,46.641
21680,369,26,54,924,27848,33.572,46.719
26986,370,26,6,914,27848,33.381,46.724
18102,363,26,192,16842,27848,33.641,46.398
5787,364,26,101,3353,27848,33.76,46.363
18100,363,26,351,16842,27848,33.633,46.384
23731,360,25,6,92,451,33.999,45.954
19768,363,26,61,16842,27848,33.646,46.423
18015,371,26,57,2935,27848,33.119,46.053
22295,363,26,100,16842,27848,33.718,46.346
24150,365,26,94,326,27848,33.344,46.993
25219,369,26,23,924,27848,33.46,46.914
5763,366,26,114,1878,27848,33.699,46.659
14972,360,25,2,92,451,33.941,46.474
20822,371,26,80,2935,27848,33.122,46.052
5761,363,26,444,16842,27848,33.694,46.298
21699,360,25,39,92,451,33.897,46.547
25588,366,26,28,1878,27848,33.755,46.583
28704,369,26,27,924,27848,33.517,46.855
24527,363,26,10,16842,27848,33.824,45.958
26446,365,26,48,326,27848,33.359,46.953
5701,363,26,569,16842,27848,33.59,46.376
5790,366,26,124,1878,27848,33.766,46.564
5818,348,25,174,253,451,33.828,46.653
5485,371,26,93,2935,27848,33.122,46.168
18099,363,26,111,16842,27848,33.632,46.416
5817,364,26,387,3353,27848,33.825,46.309
14918,363,26,9,16842,27848,33.665,46.094
14941,357,25,31,106,451,33.807,45.621
23474,364,26,35,3353,27848,33.981,46.048
23725,348,25,79,253,451,33.818,46.721
26238,363,26,53,16842,27848,33.631,46.395
26988,366,26,7,1878,27848,33.753,46.784
19731,371,26,296,2935,27848,33.417,46.263
19780,366,26,214,1878,27848,33.875,46.43
5890,364,26,128,3353,27848,33.929,46.182
26312,364,26,33,3353,27848,33.95,46.141
5694,363,26,78,16842,27848,33.567,46.484
18076,363,26,56,16842,27848,33.521,46.482
29251,370,26,11,914,27848,33.268,46.634
5735,363,26,307,16842,27848,33.64,46.414
24980,363,26,54,16842,27848,33.528,46.497
14942,364,26,192,3353,27848,33.822,46.248
20844,363,26,27,16842,27848,33.442,46.787
27197,366,26,29,1878,27848,33.831,46.483
5751,363,26,62,16842,27848,33.665,46.389
25425,371,26,78,2935,27848,33.091,46.486
26275,368,26,5,676,27848,33.106,46.802
5728,363,26,103,16842,27848,33.635,46.399
19772,363,26,18,16842,27848,33.707,46.229
26100,368,26,175,676,27848,32.86,46.875
28770,370,26,2,914,27848,33.243,46.436
5727,363,26,120,16842,27848,33.634,46.409
14777,368,26,44,676,27848,33.066,46.899
14938,366,26,187,1878,27848,33.77,46.572
19764,363,26,326,16842,27848,33.621,46.397
23957,363,26,96,16842,27848,33.638,46.426
18094,369,26,93,924,27848,33.607,46.744
5737,363,26,160,16842,27848,33.642,46.428
25730,363,26,41,16842,27848,33.523,46.569
5715,363,26,298,16842,27848,33.621,46.378
23155,360,25,45,92,451,33.959,46.262
5741,363,26,192,16842,27848,33.645,46.413
23718,363,26,97,16842,27848,33.584,46.396
26985,368,26,28,676,27848,33.004,46.94
28393,363,26,4,16842,27848,33.622,46.498
22279,371,26,43,2935,27848,33.508,46.407
5561,370,26,185,914,27848,33.386,46.601
20859,363,26,170,16842,27848,33.616,46.388
5556,370,26,191,914,27848,33.381,46.597
19766,363,26,170,16842,27848,33.638,46.44
5722,363,26,225,16842,27848,33.63,46.424
5603,371,26,141,2935,27848,33.455,46.215
27886,363,26,25,16842,27848,33.667,45.993
5481,371,26,156,2935,27848,33.115,46.163
14792,370,26,221,914,27848,33.204,46.518
14900,363,26,355,16842,27848,33.627,46.356
14726,368,26,114,676,27848,32.818,46.962
14901,363,26,399,16842,27848,33.628,46.39
5788,366,26,56,1878,27848,33.763,46.571
22289,363,26,133,16842,27848,33.636,46.415
5816,364,26,319,3353,27848,33.824,46.314
23147,363,26,128,16842,27848,33.625,46.372
5717,363,26,292,16842,27848,33.625,46.411
5898,364,26,87,3353,27848,33.941,46.287
19777,364,26,302,3353,27848,33.834,46.299
22297,366,26,369,1878,27848,33.731,46.672
14821,370,26,77,914,27848,33.397,46.596
23947,368,26,105,676,27848,33.229,46.917
26276,368,26,36,676,27848,33.185,46.964
19725,365,26,68,326,27848,33.308,47.03
5725,363,26,324,16842,27848,33.632,46.436
