site_id,city_id,province_id,site_accum,city_accum,province_accum,lat,lon
26706,365,26,203,2282,143204,33.404,46.92
5695,369,26,731,5697,143204,33.568,46.775
5740,363,26,1668,73628,143204,33.645,46.384
28177,363,26,62,73628,143204,33.569,45.967
18107,363,26,455,73628,143204,33.65,46.416
18085,363,26,575,73628,143204,33.564,46.427
18105,363,26,902,73628,143204,33.646,46.431
22275,370,26,239,4605,143204,33.443,46.526
19762,363,26,909,73628,143204,33.606,46.393
28599,368,26,24,2818,143204,33.087,47.015
22301,364,26,1348,13179,143204,33.817,46.318
26728,371,26,1093,28299,143204,33.103,46.129
21661,365,26,552,2282,143204,33.305,47.038
26348,365,26,148,2282,143204,33.43,46.849
18012,371,26,280,28299,143204,33.077,46.534
24523,363,26,830,73628,143204,33.643,46.437
5843,364,26,1265,13179,143204,33.871,46.244
18028,370,26,157,4605,143204,33.304,46.641
21680,369,26,207,5697,143204,33.572,46.719
26986,370,26,35,4605,143204,33.381,46.724
18102,363,26,943,73628,143204,33.641,46.398
5787,364,26,613,13179,143204,33.76,46.363
18100,363,26,585,73628,143204,33.633,46.384
23731,360,25,127,855,3424,33.999,45.954
19768,363,26,315,73628,143204,33.646,46.423
18015,371,26,3796,28299,143204,33.119,46.053
22295,363,26,471,73628,143204,33.718,46.346
24150,365,26,363,2282,143204,33.344,46.993
25219,369,26,109,5697,143204,33.46,46.914
28749,363,26,13,73628,143204,33.716,45.906
5763,366,26,773,12696,143204,33.699,46.659
14972,360,25,180,855,3424,33.941,46.474
20822,371,26,2636,28299,143204,33.122,46.052
5761,363,26,1764,73628,143204,33.694,46.298
21699,360,25,124,855,3424,33.897,46.547
25588,366,26,241,12696,143204,33.755,46.583
28704,369,26,163,5697,143204,33.517,46.855
24527,363,26,71,73628,143204,33.824,45.958
26446,365,26,351,2282,143204,33.359,46.953
5701,363,26,2252,73628,143204,33.59,46.376
5790,366,26,2572,12696,143204,33.766,46.564
5818,348,25,1024,1672,3424,33.828,46.653
5485,371,26,1758,28299,143204,33.122,46.168
18099,363,26,448,73628,143204,33.632,46.416
5817,364,26,1574,13179,143204,33.825,46.309
14918,363,26,145,73628,143204,33.665,46.094
14941,357,25,490,897,3424,33.807,45.621
23725,348,25,648,1672,3424,33.818,46.721
26238,363,26,152,73628,143204,33.631,46.395
26988,366,26,147,12696,143204,33.753,46.784
19731,371,26,1672,28299,143204,33.417,46.263
19780,366,26,771,12696,143204,33.875,46.43
5890,364,26,602,13179,143204,33.929,46.182
26312,364,26,250,13179,143204,33.95,46.141
5694,363,26,241,73628,143204,33.567,46.484
18076,363,26,352,73628,143204,33.521,46.482
29251,370,26,33,4605,143204,33.268,46.634
5735,363,26,1161,73628,143204,33.64,46.414
24980,363,26,289,73628,143204,33.528,46.497
14942,364,26,1173,13179,143204,33.822,46.248
20844,363,26,316,73628,143204,33.442,46.787
27197,366,26,109,12696,143204,33.831,46.483
5751,363,26,521,73628,143204,33.665,46.389
25425,371,26,495,28299,143204,33.091,46.486
26275,368,26,43,2818,143204,33.106,46.802
5728,363,26,378,73628,143204,33.635,46.399
19772,363,26,265,73628,143204,33.707,46.229
26100,368,26,222,2818,143204,32.86,46.875
28770,370,26,28,4605,143204,33.243,46.436
5727,363,26,1884,73628,143204,33.634,46.409
14777,368,26,372,2818,143204,33.066,46.899
14938,366,26,1251,12696,143204,33.77,46.572
19764,363,26,1827,73628,143204,33.621,46.397
23957,363,26,1658,73628,143204,33.638,46.426
18094,369,26,301,5697,143204,33.607,46.744
5737,363,26,723,73628,143204,33.642,46.428
25730,363,26,205,73628,143204,33.523,46.569
5715,363,26,685,73628,143204,33.621,46.378
23155,360,25,424,855,3424,33.959,46.262
5741,363,26,1755,73628,143204,33.645,46.413
23718,363,26,838,73628,143204,33.584,46.396
26985,368,26,159,2818,143204,33.004,46.94
28393,363,26,7,73628,143204,33.622,46.498
22279,371,26,160,28299,143204,33.508,46.407
5561,370,26,1122,4605,143204,33.386,46.601
20859,363,26,616,73628,143204,33.616,46.388
5556,370,26,817,4605,143204,33.381,46.597
19766,363,26,487,73628,143204,33.638,46.44
5722,363,26,1106,73628,143204,33.63,46.424
5603,371,26,839,28299,143204,33.455,46.215
27886,363,26,39,73628,143204,33.667,45.993
5481,371,26,1364,28299,143204,33.115,46.163
14792,370,26,486,4605,143204,33.204,46.518
14900,363,26,804,73628,143204,33.627,46.356
14726,368,26,372,2818,143204,32.818,46.962
14901,363,26,1315,73628,143204,33.628,46.39
5788,366,26,427,12696,143204,33.763,46.571
22289,363,26,789,73628,143204,33.636,46.415
5816,364,26,1264,13179,143204,33.824,46.314
23147,363,26,603,73628,143204,33.625,46.372
5717,363,26,1281,73628,143204,33.625,46.411
5898,364,26,410,13179,143204,33.941,46.287
19777,364,26,958,13179,143204,33.834,46.299
22297,366,26,1437,12696,143204,33.731,46.672
14821,370,26,572,4605,143204,33.397,46.596
23947,368,26,443,2818,143204,33.229,46.917
26276,368,26,196,2818,143204,33.185,46.964
19725,365,26,629,2282,143204,33.308,47.03
5725,363,26,1372,73628,143204,33.632,46.436
21662,371,26,1562,28299,143204,33.31,46.253
5796,366,26,901,12696,143204,33.774,46.551
25502,369,26,249,5697,143204,33.643,46.674
14907,363,26,617,73628,143204,33.633,46.419
27235,369,26,202,5697,143204,33.459,46.957
23146,363,26,670,73628,143204,33.624,46.402
